Offense Case Type,Offense Date,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2021-01-28,16:21:00,70 Block North Ih 35,,ACT,APD Do Not Use,8524,Black or African American,Male
TR,2021-01-28,16:21:00,70 Block North Ih 35,,ACT,APD Do Not Use,8524,Black or African American,Male
NT,2021-01-31,0:00:00,76 Rainey Street,,ACT,APD Do Not Use,7786,Black or African American,Male
NT,2021-01-31,2:18:00,300 Block East 6th Street,,TERM,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-01-31,2:18:00,300 Block East 6th Street,,TERM,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-01-31,2:18:00,300 Block East 6th Street,,ACT,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-02-02,15:38:00,408 West 23rd Street,,ACT,APD Do Not Use,7873,White,Male
NT,2021-02-02,21:59:00,West 3rd Street,Congress Avenue,IN,APD Do Not Use,8769,White,Male
NT,2021-02-03,0:35:00,NECHES ST,,IN,Other Agency,8140,Black or African American,Male
NT,2021-02-03,5:35:00,700 Block Neches Street,,IN,APD Do Not Use,3968,White,Male
NT,2021-02-03,10:23:00,600 Block Congress Avenue,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-02-03,11:50:00,500 Block East 8th Street,,TERM,APD Do Not Use,3968,,
NT,2021-02-03,12:00:00,500 Block East 7th Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-02-03,12:35:00,600 Block Sabine Street,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2021-02-04,2:30:00,600 Block Neches Street,,TERM,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2021-02-05,0:00:00,1200 Block Sabine Street,,TERM,APD Do Not Use,4813,White,Male
NT,2021-02-05,0:46:00,BLK 6TH ST,,TERM,Other Agency,8354,White,Female
NT,2021-02-05,21:53:00,315 Congress Avenue,,ACT,APD Do Not Use,7837,White,Male
NT,2021-02-06,7:40:00,East 6th Street And Brazos Street,,TERM,APD Do Not Use,7433,White,Male
NT,2021-02-07,0:01:00,901 East 5th Street,,TERM,APD Do Not Use,7770,White,Female
NT,2021-02-07,1:01:00,406 East 6th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Female
NT,2021-02-07,1:32:00,East 5th Street And,Trinity Street,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2021-02-07,1:32:00,East 5th Street And,Trinity Street,TERM,APD Do Not Use,8674,White,Male
NT,2021-02-07,6:37:00,100 Block West 6th Street,,TERM,APD Do Not Use,7796,White,Male
TR,2021-02-07,10:56:00,East Cesar Chavez Street,North Ih 35,IN,APD Do Not Use,7796,Black,Male
NT,2021-02-07,14:07:00,400 Block East 6th Street,,ACT,APD Do Not Use,8565,Hispanic or Latino,Female
NT,2021-02-07,16:45:00,300 Block East 7th Street,,IN,APD Do Not Use,8594,Black or African American,Male
NT,2021-02-08,9:28:00,600 Block Neches Street,,ACT,APD Do Not Use,6145,Black or African American,Male
NT,2021-02-08,9:28:00,600 Block Neches Street,,ACT,APD Do Not Use,6145,Black or African American,Male
NT,2021-02-08,10:50:00,500 Block Guadalupe Street,,ACT,APD Do Not Use,8110,White,Male
NT,2021-02-08,10:50:00,500 Block Guadalupe Street,,ACT,APD Do Not Use,8110,White,Male
NT,2021-02-08,13:40:00,400 Block East 6th Street,,IN,APD Do Not Use,6145,Black or African American,Male
NT,2021-02-08,14:09:00,700 Block Red River Street,,ACT,APD Do Not Use,8110,Black or African American,Male
NT,2021-02-11,2:25:00,7th Street And,Trinity Street,ACT,APD Do Not Use,7887,White,Female
NT,2021-02-12,21:14:00,620 West 6th Street,,TERM,APD Do Not Use,7837,White,Male
NT,2021-02-13,0:06:00,403 East 6th Street,,TERM,APD Do Not Use,8289,Hispanic or Latino,Male
NT,2021-02-13,0:30:00,400 Block 6th Street,,ACT,APD Do Not Use,8345,Black or African American,Male
NT,2021-02-13,22:12:00,600 Block West 6th Street,,ACT,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2021-02-13,22:12:00,600 Block West 6th Street,,TERM,APD Do Not Use,8416,White,Male
NT,2021-02-14,0:14:00,6TH,TRINITY,TERM,Other Agency,8425,White,Female
NT,2021-02-14,0:37:00,E 6TH ST,,TERM,Other Agency,8205,White,Male
NT,2021-02-14,0:37:00,E 6TH ST,,TERM,Other Agency,8205,White,Male
NT,2021-02-15,3:20:00,800 Block Rio Grande Street,,ACT,APD Do Not Use,8674,White,Male
NT,2021-02-17,19:40:00,109 East 7th Street,,ACT,APD Do Not Use,7870,White,Male
NT,2021-02-19,13:25:00,400 Block 6th Street,,TERM,APD Do Not Use,7400,Black or African American,Female
NT,2021-02-19,16:15:00,300 Block East 6th Street,,TERM,APD Do Not Use,6145,Black or African American,Male
NT,2021-02-19,16:30:00,700 Block East 7th Street,,IN,APD Do Not Use,6145,Black or African American,Female
NT,2021-02-20,16:30:00,310 East 6th Street,,ACT,APD Do Not Use,7780,Black or African American,Male
NT,2021-02-21,1:14:00,101 Red River Street,,TERM,APD Do Not Use,8201,Hispanic or Latino,Male
NT,2021-02-21,1:14:00,101 Red River Street,,TERM,APD Do Not Use,8201,Hispanic or Latino,Male
NT,2021-02-21,2:07:00,600 Block Neches Street,,TERM,APD Do Not Use,8769,White,Male
NT,2021-02-21,2:07:00,600 Block Neches Street,,ACT,APD Do Not Use,8769,Hispanic or Latino,Male
NT,2021-02-21,2:21:00,611 Neches Street,,TERM,APD Do Not Use,8140,Black or African American,Male
NT,2021-02-21,11:35:00,400 Block East 6th Street,,TERM,APD Do Not Use,7408,Black or African American,Male
NT,2021-02-23,0:00:00,901 East 5th Street,,ACT,APD Do Not Use,8554,White,Male
NT,2021-02-23,6:10:00,800 Block Congress Avenue,,IN,APD Do Not Use,3968,White,Male
NT,2021-02-23,6:10:00,800 Block Congress Avenue,,ACT,APD Do Not Use,3968,White,Male
NT,2021-02-23,7:45:00,700 Block Trinity Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-02-23,9:54:00,6th Street,Brazos Street,ACT,APD Do Not Use,7613,White,Male
NT,2021-02-23,10:09:00,5th Street And,Trinity Street,ACT,APD Do Not Use,7613,White,Female
NT,2021-02-23,10:30:00,600 Block Red River Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-02-23,11:50:00,1000 Block Waller Creek,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2021-02-24,10:06:00,6th Street,San Jacinto Boulevard,ACT,APD Do Not Use,7613,White,Male
NT,2021-02-24,10:08:00,6th Street,San Jacinto Boulevard,IN,APD Do Not Use,7613,Hispanic or Latino,Male
NT,2021-02-24,13:06:00,7th Street,Red River Street,ACT,APD Do Not Use,7613,Black or African American,Male
NT,2021-02-25,1:26:00,500 Block Neches Street,,TERM,APD Do Not Use,8354,Black or African American,Male
NT,2021-02-25,19:25:00,East 3rd Street And,Congress Avenue,IN,APD Do Not Use,7785,Hispanic or Latino,Male
NT,2021-02-26,15:03:00,600 Block San Jacinto Boulevard,,ACT,APD Do Not Use,6145,White,Female
NT,2021-02-27,0:05:00,500 Block East Cesar Chavez Street,,IN,APD Do Not Use,7203,White,Male
NT,2021-02-27,1:18:00,300 Block East 6th Street,,TERM,APD Do Not Use,7245,White,Male
NT,2021-02-27,1:30:00,413 East 6th Street,,TERM,APD Do Not Use,8346,White,Male
NT,2021-02-27,7:55:00,300 Block Congress Avenue,,TERM,APD Do Not Use,7284,,Female
NT,2021-02-27,9:30:00,400 Block West 2nd Street,,ACT,APD Do Not Use,7284,White,Male
NT,2021-02-27,17:45:00,100 Block West Cesar Chavez Street,,TERM,APD Do Not Use,7245,,
NT,2021-02-28,0:05:00,613 Congress Avenue,,TERM,APD Do Not Use,7245,Black or African American,Male
NT,2021-02-28,1:20:00,300 Block East 6th Street,,TERM,APD Do Not Use,7245,White,Male
NT,2021-02-28,11:00:00,200 Block East 6th Street,,IN,APD Do Not Use,7284,White,Male
TR,2021-02-28,13:00:00,100 Block West 6th Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-02-28,18:53:00,214 East 6th Street,,TERM,APD Do Not Use,7804,White,Male
NT,2021-03-02,0:46:00,North Ih 35 Service Road,East Cesar Chavez Street,IN,APD Do Not Use,8205,Black or African American,Male
NT,2021-03-02,13:39:00,214 East 6th Street,,IN,APD Do Not Use,7408,White,Male
NT,2021-03-02,15:25:00,600 Congress Avenue,,ACT,APD Do Not Use,5193,White,Male
NT,2021-03-02,22:28:00,Colorado Street And,Cesar Chavez Street,ACT,APD Do Not Use,8221,White,Male
NT,2021-03-05,0:38:00,400 Block East 6th Street,,TERM,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2021-03-05,2:36:00,302 East 6th Street,,ACT,APD Do Not Use,8422,White,Female
NT,2021-03-05,12:40:00,400 Block East 6th Street,,TERM,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2021-03-06,0:50:00,400 Block Colorado Street,,TERM,APD Do Not Use,6103,White,Male
NT,2021-03-06,19:35:00,1000 Block East 2nd Street,,ACT,APD Do Not Use,6614,White,Male
NT,2021-03-07,1:03:00,East 6th Street And,Trinity Street,ACT,APD Do Not Use,8411,Hispanic or Latino,Male
NT,2021-03-07,7:50:00,7th Street And Trinity Street,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2021-03-07,10:38:00,607 Trinity Street,,TERM,APD Do Not Use,8428,Black or African American,Male
NT,2021-03-07,11:00:00,900 Block North Ih 35,,IN,APD Do Not Use,3968,Black or African American,Male
NT,2021-03-07,22:00:00,917 North Lamar Boulevard,,TERM,APD Do Not Use,8750,White,Male
NT,2021-03-08,0:53:00,409 East 6th Street,,TERM,APD Do Not Use,7804,Hispanic or Latino,Female
NT,2021-03-08,10:10:00,6th Street,Congress Avenue,ACT,APD Do Not Use,4556,White,Female
NT,2021-03-08,23:25:00,600 Block Neches Street,,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2021-03-10,1:08:00,310 East 6th Street,,TERM,APD Do Not Use,8126,Other,Male
NT,2021-03-10,11:46:00,600 Block Congress Avenue,,ACT,APD Do Not Use,7796,White,Male
NT,2021-03-11,0:28:00,500 Block Trinity Street,,TERM,APD Do Not Use,8674,White,Male
NT,2021-03-12,1:00:00,400 Block East 6th Street,,ACT,APD Do Not Use,8140,White,Male
NT,2021-03-12,1:00:00,400 Block East 6th Street,,ACT,APD Do Not Use,8140,White,Male
NT,2021-03-12,1:53:00,East 5th Street And,Neches Street,ACT,APD Do Not Use,7756,Black or African American,Male
NT,2021-03-12,1:53:00,East 5th Street And,Neches Street,TERM,APD Do Not Use,7756,White,Female
NT,2021-03-12,19:43:00,1100 Block East Cesar Chavez Street,,IN,APD Do Not Use,8451,Hispanic or Latino,Male
NT,2021-03-12,23:38:00,508 East 8th Street,,TERM,APD Do Not Use,4578,White,Male
NT,2021-03-13,0:00:00,600 Block Trinity Street,,ACT,APD Do Not Use,8400,Hispanic or Latino,Male
NT,2021-03-13,1:00:00,4117 East 6th Street,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2021-03-13,16:30:00,611 NECHES STREET,,ACT,APD Do Not Use,8140,,
NT,2021-03-13,22:45:00,600 Block Neches Street,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2021-03-13,22:45:00,600 Block Neches Street,,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2021-03-13,22:50:00,6th Street,Neches,ACT,APD Do Not Use,8888,Black or African American,Male
NT,2021-03-14,0:00:00,808 Nueces Street,,ACT,APD Do Not Use,6290,Hispanic or Latino,Male
NT,2021-03-14,0:01:00,500 Block North Ih 35 Service Road,,ACT,APD Do Not Use,8398,Hispanic or Latino,Male
NT,2021-03-14,1:12:00,419 East 6th Street,,ACT,APD Do Not Use,8346,Hispanic or Latino,Male
NT,2021-03-15,1:59:00,411 East 6th Street,,ACT,APD Do Not Use,8674,White,Male
NT,2021-03-15,2:00:00,415 East 6th Street,,TERM,APD Do Not Use,8289,Hispanic or Latino,Male
NT,2021-03-15,2:15:00,600 Block Trinity Street,,ACT,APD Do Not Use,8674,White,Male
NT,2021-03-15,2:15:00,600 Block Trinity Street,,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2021-03-15,4:04:00,900 Block West 26th Street #406,,ACT,APD Do Not Use,9271,White,Male
NT,2021-03-15,13:15:00,West 7th Street And,Congress Avenue,ACT,APD Do Not Use,7638,White,Male
NT,2021-03-16,17:59:00,1210 East Cesar Chavez Street,,ACT,APD Do Not Use,8524,White,Female
NT,2021-03-18,0:43:00,325 East 6th Street,,IN,APD Do Not Use,8422,White,Male
NT,2021-03-18,2:04:00,E 6TH ST,,ACT,Other Agency,7597,Black or African American,Male
NT,2021-03-19,0:00:00,701 North Ih 35 Service Road,,ACT,APD Do Not Use,8554,Black or African American,Male
NT,2021-03-19,23:54:00,6th Street And,Trinity Street,ACT,APD Do Not Use,8345,Black or African American,Male
NT,2021-03-21,0:00:00,710 Trinity Street,,ACT,APD Do Not Use,8289,White,Female
NT,2021-03-21,0:04:00,415 East 6th Street,,ACT,APD Do Not Use,8126,Black or African American,Male
NT,2021-03-21,0:04:00,415 East 6th Street,,TERM,APD Do Not Use,8126,White,Male
NT,2021-03-21,2:31:00,E 6TH ST,,ACT,Other Agency,8354,Black or African American,Male
NT,2021-03-22,4:40:00,1008 West Avenue,,ACT,APD Do Not Use,8289,White,Male
NT,2021-03-22,14:10:00,500 Block Brazos Street,,ACT,APD Do Not Use,7408,White,Male
TR,2021-03-22,14:10:00,500 Block Brazos Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-03-22,23:54:00,415 East 6th Street,,ACT,APD Do Not Use,7597,Black or African American,Male
NT,2021-03-22,23:54:00,415 East 6th Street,,ACT,APD Do Not Use,7597,Black or African American,Male
NT,2021-03-23,0:00:00,West 3rd Street,Colorado Street,TERM,APD Do Not Use,7756,White,Male
TR,2021-03-24,1:15:00,6th Street And Trinity Street,,ACT,APD Do Not Use,4951,Hispanic or Latino,Male
NT,2021-03-24,18:20:00,CONGRESS AVE,,ACT,Other Agency,8769,White,Male
NT,2021-03-25,0:00:00,East 5th Street And,San Jacinto Street,ACT,APD Do Not Use,7594,White,Male
NT,2021-03-25,13:50:00,500 Block Brazos,,ACT,APD Do Not Use,7400,Black or African American,Male
NT,2021-03-26,1:22:00,E 6TH ST.,,TERM,Other Agency,8354,Hispanic or Latino,Female
NT,2021-03-26,1:54:00,413 East 6th Street,,TERM,APD Do Not Use,8289,White,Male
NT,2021-03-26,12:18:00,500 Block East 6th Street,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2021-03-26,12:18:00,500 Block East 6th Street,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2021-03-26,23:41:00,403 E 6 ST,,TERM,APD Do Not Use,8345,Hispanic or Latino,Female
TR,2021-03-27,1:16:00,1500 Block Red River Street,,ACT,APD Do Not Use,9271,White,Male
NT,2021-03-27,2:17:00,707 East Cesar Chavez Street,,ACT,APD Do Not Use,7615,Black or African American,Male
NT,2021-03-27,8:27:00,400 Bock Guadalupe Street,,ACT,APD Do Not Use,6627,Black or African American,Female
NT,2021-03-27,10:50:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Asian,Male
NT,2021-03-27,10:50:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Asian,Male
NT,2021-03-27,11:00:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
TR,2021-03-28,5:00:00,1500 Block Red River Street,,ACT,APD Do Not Use,9264,Black or African American,Male
NT,2021-03-29,0:00:00,100 Block Congress Avenue,,ACT,APD Do Not Use,5193,Hispanic or Latino,Male
NT,2021-03-29,2:08:00,East 6th Street And,Trinity Street,ACT,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2021-03-29,2:08:00,East 6th Street And,Trinity Street,ACT,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2021-03-29,13:00:00,700 Block East 6th Street,,ACT,APD Do Not Use,7284,White,Male
NT,2021-03-29,13:00:00,700 Block East 6th Street,,ACT,APD Do Not Use,7284,White,Male
NT,2021-03-29,14:00:00,400 Block East Cesar Chavez Street,,TERM,APD Do Not Use,7203,White,Female
NT,2021-03-29,18:47:00,900 Block Neches Street,,ACT,APD Do Not Use,7245,Black or African American,Male
NT,2021-03-29,23:50:00,East 6th Street,Sabine Street,ACT,APD Do Not Use,8140,Black or African American,Male
TR,2021-03-30,0:00:00,555 East 5th Street,,IN,APD Do Not Use,8769,White,Male
TR,2021-03-30,23:00:00,600 Block Neches Street,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2021-03-31,10:15:00,OLTORF ST,,TERM,Other Agency,8441,Hispanic or Latino,Male
NT,2021-03-31,22:38:00,1621 West 5th Street,,TERM,APD Do Not Use,8416,White,Male
NT,2021-04-01,2:30:00,East 6th Street,Trinity Street,ACT,APD Do Not Use,8140,Black or African American,Female
NT,2021-04-01,6:30:00,100 Block West 2nd Street,,ACT,APD Do Not Use,7203,White,Male
NT,2021-04-02,0:00:00,500 Block East 6th Street,,ACT,APD Do Not Use,8570,Hispanic or Latino,Female
NT,2021-04-03,2:00:00,400 Block East 6th Street,,ACT,APD Do Not Use,8674,Black or African American,Female
NT,2021-04-03,2:06:00,1213 Sabine Street,,ACT,APD Do Not Use,2659,White,Male
NT,2021-04-03,2:10:00,400 Block East 6th Street,,ACT,APD Do Not Use,8017,Hispanic or Latino,Male
NT,2021-04-03,2:10:00,400 Block East 6th Street,,TERM,APD Do Not Use,7401,Hispanic or Latino,Male
NT,2021-04-03,2:28:00,607 Trinity Street,,TERM,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-04-03,2:50:00,701 Trinity Street,,ACT,APD Do Not Use,8140,White,Male
NT,2021-04-03,14:14:00,N LAMAR BLVD,,ACT,Other Agency,7284,Hispanic or Latino,Male
NT,2021-04-04,0:14:00,400 Block East 6th Street,,TERM,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-04-04,3:26:00,200 Block West 5th Street,,ACT,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-04-04,7:40:00,600 Block Brazos Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-04-05,2:10:00,607 East 6th Street,,ACT,APD Do Not Use,7401,Hispanic or Latino,Male
NT,2021-04-05,9:00:00,500 Block Brazos Street,,IN,APD Do Not Use,6136,Black or African American,Male
NT,2021-04-05,9:40:00,500 Block East 6th Street,,ACT,APD Do Not Use,7400,Hispanic or Latino,Female
NT,2021-04-05,9:40:00,500 Block East 6th Street,,ACT,APD Do Not Use,7400,Hispanic or Latino,Female
NT,2021-04-05,10:15:00,600 Block Sabine Street,,ACT,APD Do Not Use,6136,White,Male
NT,2021-04-06,0:00:00,600 Block Trinity Street,,TERM,APD Do Not Use,8888,White,Male
NT,2021-04-07,0:00:00,1105 East Cesar Chavez Street,,ACT,APD Do Not Use,4502,White,Male
NT,2021-04-07,0:00:00,East Cesar Chavez Street And,Chalmers Avenue,ACT,APD Do Not Use,7791,Black or African American,Male
NT,2021-04-08,0:01:00,44 East Avenue,,ACT,APD Do Not Use,8572,Hispanic or Latino,Female
NT,2021-04-08,7:35:00,500 Block Brazos Street,,ACT,APD Do Not Use,2968,White,Male
NT,2021-04-08,14:00:00,600 Block North Ih 35,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-04-08,14:00:00,600 Block North Ih 35,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-04-09,7:42:00,700 Block Brazos Street,,ACT,APD Do Not Use,5193,White,Male
TR,2021-04-09,8:44:00,Brazos Street,East 6th Street,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-04-09,11:20:00,600 Block San Jacinto Boulevard,,IN,APD Do Not Use,7408,White,Male
NT,2021-04-09,12:21:00,600 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Male
NT,2021-04-09,14:11:00,200 Block East 6th Street,,IN,APD Do Not Use,7408,White,Male
NT,2021-04-10,0:00:00,1213 Sabine Street,,IN,APD Do Not Use,9057,White,Male
NT,2021-04-10,0:00:00,West 22nd Street And,San Gabriel Street,IN,APD Do Not Use,9264,Hispanic or Latino,Male
NT,2021-04-10,0:05:00,1213 Sabine Street,,TERM,APD Do Not Use,9250,White,Male
NT,2021-04-10,8:00:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-04-10,8:00:00,500 Block Brazos Street,,IN,APD Do Not Use,3968,Black or African American,Female
NT,2021-04-10,10:30:00,600 Block Neches Street,,IN,APD Do Not Use,3968,White,Male
NT,2021-04-10,10:30:00,600 Block Neches Street,,IN,APD Do Not Use,3968,White,Male
NT,2021-04-10,10:40:00,600 Block Neches Street,,IN,APD Do Not Use,3968,White,Male
NT,2021-04-11,1:00:00,400 Block East 6th Street,,TERM,APD Do Not Use,8347,White,Male
NT,2021-04-11,1:00:00,400 Block East 6th Street,,TERM,APD Do Not Use,8347,White,Male
NT,2021-04-11,5:02:00,617 East 7th Street,,IN,APD Do Not Use,8674,Black or African American,Male
NT,2021-04-11,22:22:00,708 East 6th Street,,IN,APD Do Not Use,7705,Hispanic or Latino,Male
NT,2021-04-12,6:45:00,500 Block Brazos Street,,IN,APD Do Not Use,3968,Black or African American,Male
NT,2021-04-12,10:20:00,700 Block Red River Street,,IN,APD Do Not Use,3968,White,Male
NT,2021-04-12,12:30:00,200 Block East 6th Street,,TERM,APD Do Not Use,3968,White,Male
NT,2021-04-13,11:14:00,600 Block Trinity Street,,TERM,APD Do Not Use,7433,Black or African American,Female
NT,2021-04-14,0:00:00,200 Block East 6th Street,,IN,APD Do Not Use,7433,Black or African American,Male
NT,2021-04-14,11:00:00,East 7th Street,Brazos Street,TERM,APD Do Not Use,7796,White,Female
NT,2021-04-14,11:00:00,East 7th Street,Brazos Street,TERM,APD Do Not Use,7796,White,Female
NT,2021-04-14,12:55:00,500 Block Brazos Street,,IN,APD Do Not Use,7433,Black or African American,Male
NT,2021-04-15,19:35:00,901 East 5th Street,,IN,APD Do Not Use,AP9229,Black or African American,Female
NT,2021-04-16,1:05:00,500 Block San Jacinto Boulevard,,IN,APD Do Not Use,6966,Black or African American,Female
NT,2021-04-16,10:00:00,700 Block North Ih 35,,IN,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-04-17,0:00:00,316 East 6th Street,,IN,APD Do Not Use,8422,Black or African American,Male
NT,2021-04-17,1:28:00,East 6th Street And,Neches Street,TERM,APD Do Not Use,8919,White,Male
NT,2021-04-17,21:00:00,400 Block East 6th Street,,IN,APD Do Not Use,7764,Black or African American,Male
NT,2021-04-18,0:00:00,325 East 6th Street,,TERM,APD Do Not Use,8422,Hispanic or Latino,Male
NT,2021-04-18,0:08:00,600 Block Rio Grande Street,,IN,APD Do Not Use,7705,White,Male
NT,2021-04-18,1:45:00,6th Street,,TERM,APD Do Not Use,8422,Black or African American,Male
NT,2021-04-18,2:17:00,6th Street And,Trinity Street,ACT,APD Do Not Use,8422,Hispanic or Latino,Male
NT,2021-04-18,2:17:00,6th Street And,Trinity Street,ACT,APD Do Not Use,8422,White,Female
NT,2021-04-18,7:00:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-04-18,7:20:00,500 Block Brazos Street,,IN,APD Do Not Use,3968,Black or African American,Male
NT,2021-04-19,10:15:00,500 Block Brazos Street,,IN,APD Do Not Use,3968,White,Male
NT,2021-04-19,12:21:00,500 Neches Street,,IN,APD Do Not Use,5193,White,Male
NT,2021-04-19,14:06:00,200 Block East 6th Street,,IN,APD Do Not Use,7284,White,Male
NT,2021-04-19,17:20:00,North Ih 35 Service Road And,Cesar Chavez Street,IN,APD Do Not Use,9218,White,Male
NT,2021-04-20,10:45:00,100 Block East 6th Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-04-20,10:45:00,100 Block East 6th Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-04-20,13:40:00,600 Block Brazos Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-04-20,13:40:00,600 Block Brazos Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-04-21,8:09:00,300 Block East 6th Street,,ACT,APD Do Not Use,7433,Hispanic or Latino,Male
NT,2021-04-21,14:20:00,6th Street,Congress Avenue,IN,APD Do Not Use,7284,White,Male
NT,2021-04-22,2:57:00,600 Block Neches Street,,ACT,APD Do Not Use,8205,White,Male
NT,2021-04-23,0:00:00,1200 Block Sabine Street,,ACT,APD Do Not Use,4813,White,Male
NT,2021-04-24,1:28:00,400 Block East 6th Street,,ACT,APD Do Not Use,5660,Hispanic or Latino,Female
NT,2021-04-24,2:10:00,400 Block East 6th Street,,TERM,APD Do Not Use,8888,Black or African American,Female
NT,2021-04-24,2:10:00,402 East 6th Street,,ACT,APD Do Not Use,8140,Black or African American,Female
NT,2021-04-24,9:10:00,200 Block East 6th Street,,ACT,APD Do Not Use,4988,White,Male
NT,2021-04-24,9:16:00,400 Block East 6th Street,,ACT,APD Do Not Use,4988,Black or African American,Male
NT,2021-04-24,9:22:00,500 Block San Jacinto,,TERM,APD Do Not Use,4988,White,Male
NT,2021-04-25,1:56:00,300 Block Trinity Street,,IN,APD Do Not Use,8888,Hispanic or Latino,Male
NT,2021-04-25,1:58:00,E 6TH ST,,ACT,Other Agency,8413,Hispanic or Latino,Male
NT,2021-04-25,8:40:00,300 Block East 6th Street,,IN,APD Do Not Use,7950,Black or African American,Male
NT,2021-04-25,18:42:00,500 Block East 6th Street,,ACT,APD Do Not Use,6966,Hispanic or Latino,Female
NT,2021-04-26,4:30:00,E 7TH STREET,,ACT,Other Agency,8422,White,Male
NT,2021-04-26,19:17:00,Colorado Street And,West Cesar Chavez Street,IN,APD Do Not Use,8067,White,Male
NT,2021-04-27,8:58:00,300 Block East 5th Street,,TERM,APD Do Not Use,7796,Black or African American,Male
NT,2021-04-27,9:35:00,500 Block Brazos Street,,TERM,APD Do Not Use,4973,White,Male
NT,2021-04-27,11:28:00,500 Block Brazos Street,,IN,APD Do Not Use,6136,White,Male
NT,2021-04-27,19:38:00,,,IN,APD Do Not Use,8448,White,Male
NT,2021-04-28,6:22:00,100 Block West 6th Street,,IN,APD Do Not Use,7796,White,Male
NT,2021-04-29,6:21:00,1213 Sabine Street,,TERM,APD Do Not Use,7446,Black or African American,Male
NT,2021-04-30,15:45:00,600 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Male
NT,2021-04-30,16:00:00,214 East 6th Street,,IN,APD Do Not Use,7408,Black or African American,Male
NT,2021-04-30,23:59:00,1200 Block Sabine Street,,ACT,APD Do Not Use,7783,White,Female
TR,2021-05-01,0:00:00,East 11th Street,Red River Street,TERM,APD Do Not Use,7986,White,Male
TR,2021-05-01,0:00:00,600 Block East 11th Street,,ACT,APD Do Not Use,7887,White,Female
TR,2021-05-01,0:00:00,700 Block East 11th Street,,TERM,APD Do Not Use,7615,White,Male
TR,2021-05-01,0:00:00,600 Block East 11th Street,,IN,APD Do Not Use,8565,Hispanic or Latino,Female
NT,2021-05-02,0:00:00,400 Block East 6th Street,,TERM,APD Do Not Use,7597,Hispanic or Latino,Male
NT,2021-05-02,0:52:00,500 Block Congress Avenue,,IN,APD Do Not Use,4556,White,Male
NT,2021-05-02,7:33:00,1621 East Cesar Chavez Street,,ACT,APD Do Not Use,8534,White,Male
NT,2021-05-02,12:30:00,600 Block Red River Street,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2021-05-03,2:55:00,East 6th Street And,Trinity Street,ACT,APD Do Not Use,8411,Hispanic or Latino,Male
TR,2021-05-03,14:58:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,White,Male
