Offense Case Type,Offense Date,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2021-07-29,6:51:00,900 Block Colorado Street,,ACT,APD Do Not Use,7638,Black or African American,Male
NT,2021-07-29,11:14:00,600 Brazos Street,,ACT,APD Do Not Use,7451,White,Male
NT,2021-07-29,12:28:00,500 Block Trinity Street,,ACT,APD Do Not Use,7638,White,Male
NT,2021-07-30,1:35:00,400 Block East 6th Street,,TERM,APD Do Not Use,8205,White,Male
NT,2021-07-30,3:22:00,600 Block Trinity Street,,ACT,APD Do Not Use,8205,White,Female
NT,2021-07-30,7:15:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,White,Female
OR,2021-07-30,11:30:00,600 BLOCK SABINE STREET,,IN,Austin Police Department,3968,Black,Male
NT,2021-07-30,11:30:00,600 Block Sabine Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-07-30,12:15:00,200 East 6th Street,,ACT,APD Do Not Use,4556,White,Male
NT,2021-07-30,12:15:00,200 East 6th Street,,IN,APD Do Not Use,4556,White,Male
NT,2021-07-31,0:00:00,600 Block Red River Street,,TERM,APD Do Not Use,7401,,
NT,2021-07-31,1:04:00,309 East 6th Street,,TERM,APD Do Not Use,8205,White,Male
NT,2021-07-31,1:35:00,400 Block East 6th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2021-07-31,1:35:00,404 East 6th Street,,TERM,APD Do Not Use,8205,Black or African American,Male
NT,2021-08-01,1:42:00,419 East 6th Street,,ACT,APD Do Not Use,8411,Hispanic or Latino,Female
NT,2021-08-01,23:03:00,7th Street And Red River Street,,ACT,APD Do Not Use,8888,Black or African American,Male
OR,2021-08-01,23:03:00,EAST 7TH STREET,,IN,Austin Police Department,8888,White,Female
NT,2021-08-02,11:08:00,400 Block East 6th Street,,ACT,APD Do Not Use,7451,White,Male
NT,2021-08-02,23:46:00,400 Block East 6th Street,,ACT,APD Do Not Use,8345,Black or African American,Male
NT,2021-08-03,12:35:00,200 Block East 6th Street,,TERM,APD Do Not Use,3968,White,Male
NT,2021-08-04,0:14:00,309 East 11th Street,,IN,APD Do Not Use,7870,Black or African American,Female
TR,2021-08-04,14:55:00,East 12th Street And North Ih 35,,TERM,APD Do Not Use,7796,Black or African American,Female
NT,2021-08-04,21:40:00,600 Block Red River Street,,TERM,APD Do Not Use,8345,White,Male
NT,2021-08-06,0:35:00,403 East 6th Street,,ACT,APD Do Not Use,7597,Hispanic or Latino,Male
NT,2021-08-06,2:26:00,300 Block East 6th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2021-08-06,7:10:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-08-06,7:20:00,200 East 6th Street,,ACT,APD Do Not Use,7400,Black or African American,Male
NT,2021-08-06,7:20:00,600 Block Brazos Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-08-06,23:50:00,200 Block West 4th Street,,ACT,APD Do Not Use,8201,White,Male
NT,2021-08-07,20:00:00,600 Block Rio Grande Street,,TERM,APD Do Not Use,7764,White,Female
NT,2021-08-07,23:15:00,,,TERM,APD Do Not Use,7597,Black or African American,Female
NT,2021-08-08,0:00:00,600 Block Congress Avenue,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-08-08,0:50:00,East 6th Street And Neches Street,,TERM,APD Do Not Use,8279,White,Male
NT,2021-08-08,0:50:00,East 6th Street And Neches Street,,TERM,APD Do Not Use,8279,White,Male
NT,2021-08-08,3:04:00,500 Block East 7th Street,,ACT,APD Do Not Use,7597,Hispanic or Latino,Male
NT,2021-08-09,12:15:00,600 Block Brazos,,ACT,APD Do Not Use,7284,Black or African American,Male
NT,2021-08-10,2:40:00,400 Block East 6th Street,,ACT,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-08-10,9:28:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-08-10,9:28:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-08-10,12:40:00,502 East 6th Street,,ACT,APD Do Not Use,7408,Black or African American,Female
NT,2021-08-10,12:40:00,502 East 6th Street,,ACT,APD Do Not Use,7408,Black or African American,Female
NT,2021-08-10,13:01:00,500 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-08-10,13:01:00,500 Brazos Street,,TERM,APD Do Not Use,7408,Black or African American,Male
NT,2021-08-11,0:00:00,700 Block East 7th Street,,ACT,APD Do Not Use,8347,White,Female
TR,2021-08-12,0:00:00,500 Block Brazos Street,,ACT,APD Do Not Use,6290,Black or African American,Male
NT,2021-08-12,9:15:00,700 Neches Street,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2021-08-12,9:30:00,600 East 6th Street,,IN,APD Do Not Use,7408,Hispanic or Latino,Female
NT,2021-08-12,14:21:00,500 Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-08-12,14:21:00,500 Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-08-12,19:45:00,316 East 6th Street,,IN,APD Do Not Use,5617,Black or African American,Male
NT,2021-08-13,0:12:00,East 6th Street At Neches Street,,ACT,APD Do Not Use,7705,Hispanic or Latino,Male
NT,2021-08-13,10:28:00,6th Street And Brazos Street,,IN,APD Do Not Use,7638,Hispanic or Latino,Male
NT,2021-08-13,10:52:00,10th Street And Congress Avenue,,IN,APD Do Not Use,7638,White,Male
NT,2021-08-13,23:43:00,East 6th At Trinity Street,,TERM,APD Do Not Use,7616,White,Female
NT,2021-08-14,0:15:00,109 East 7th Street,,ACT,APD Do Not Use,8110,Hispanic or Latino,Male
NT,2021-08-14,1:41:00,419  East 6th Street,,ACT,APD Do Not Use,8425,Hispanic or Latino,Female
NT,2021-08-14,7:00:00,500 Brazos,,ACT,APD Do Not Use,8110,Black or African American,Male
NT,2021-08-14,10:50:00,6th Street And San Jacinto,,ACT,APD Do Not Use,7284,Hispanic or Latino,Female
NT,2021-08-14,23:34:00,E 6TH ST,,ACT,Other Agency,7884,White,Male
NT,2021-08-15,1:30:00,400 East 6th Street,,TERM,APD Do Not Use,8413,Black or African American,Female
NT,2021-08-15,1:40:00,400 Block West 6th Street,,TERM,APD Do Not Use,8674,Black or African American,Female
NT,2021-08-15,2:40:00,607 Trinity Street,,IN,APD Do Not Use,8140,Black or African American,Male
NT,2021-08-15,7:30:00,6th Street And Brazos Street,,ACT,APD Do Not Use,7284,Black or African American,Male
NT,2021-08-15,7:30:00,6th Street And Brazos Street,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2021-08-16,0:00:00,7th Street At Red River Street,,ACT,APD Do Not Use,8425,Hispanic or Latino,Male
NT,2021-08-16,0:01:00,7th Street At Red River Street,,ACT,APD Do Not Use,8425,Hispanic or Latino,Male
NT,2021-08-16,0:24:00,400 Block East 6th Street,,TERM,APD Do Not Use,8140,Hispanic or Latino,Female
NT,2021-08-16,8:51:00,500 Neches Street,,ACT,APD Do Not Use,6136,Black or African American,Male
OR,2021-08-16,9:10:00,CONGRESS AVENUE,,ACT,Austin Police Department,7408,Black,Male
NT,2021-08-16,9:10:00,CONGRESS AVENUE,,ACT,Austin Police Department,7408,Black,Male
TR,2021-08-16,9:10:00,CONGRESS AVENUE,,ACT,Austin Police Department,7408,Black,Male
NT,2021-08-17,11:34:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-08-17,12:52:00,600 Block Congress Avenue,,ACT,APD Do Not Use,5193,White,Female
NT,2021-08-17,23:45:00,500 Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
TR,2021-08-17,23:50:00,500 BRAZOS STREET,,IN,Austin Police Department,7408,White,Male
NT,2021-08-17,23:50:00,500 Brazos Street,,IN,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-08-18,1:51:00,409 East 6th Street,,TERM,APD Do Not Use,8103,,
NT,2021-08-19,2:10:00,300 East 6th Street,,ACT,APD Do Not Use,8674,Other,Male
NT,2021-08-19,6:15:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-08-19,7:00:00,209 East 6th Street,,ACT,APD Do Not Use,8110,Hispanic or Latino,Female
NT,2021-08-19,7:00:00,805 Lambie Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-08-19,7:30:00,109 East 7th Street,,ACT,APD Do Not Use,8110,Hispanic or Latino,Male
NT,2021-08-20,0:56:00,300 Block East 6th Street,,ACT,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2021-08-20,0:56:00,300 Block East 6th Street,,ACT,APD Do Not Use,7804,Hispanic or Latino,Male
NT,2021-08-20,6:30:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-08-21,17:45:00,700 Block East 7th Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-08-22,0:00:00,600 Block Congress Avenue,,IN,APD Do Not Use,7284,White,Male
NT,2021-08-22,9:44:00,600 Block Congress Avenue,,TERM,APD Do Not Use,7284,White,Female
NT,2021-08-22,11:30:00,100 Block East 6th Street,,ACT,APD Do Not Use,7284,White,Male
NT,2021-08-22,11:30:00,100 Block East 6th Street,,ACT,APD Do Not Use,7284,White,Male
NT,2021-08-23,9:23:00,400 Block Congress Avenue,,ACT,APD Do Not Use,6144,Hispanic or Latino,Male
NT,2021-08-24,12:34:00,500 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Female
NT,2021-08-24,13:10:00,500 Block Congress Avenue,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-08-24,15:00:00,200 Block East 6th Street,,ACT,APD Do Not Use,5193,White,Male
NT,2021-08-24,17:40:00,East 4th Street At Congress Avenue,,IN,APD Do Not Use,7785,White,Male
NT,2021-08-25,0:51:00,600 Block East 7th Street,,ACT,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-08-26,7:10:00,1000 Block East 5th Street,,ACT,APD Do Not Use,7257,Black or African American,Male
NT,2021-08-27,1:23:00,700 Block East 7th Street,,TERM,APD Do Not Use,7837,White,Male
NT,2021-08-27,7:30:00,600 Block Brazos Street,,ACT,APD Do Not Use,7400,Black or African American,Male
NT,2021-08-27,7:43:00,600 Block Brazos Street,,ACT,APD Do Not Use,6145,Black or African American,Male
NT,2021-08-29,14:10:00,400 Block East 6th Street,,ACT,APD Do Not Use,7433,Black or African American,Female
NT,2021-08-29,23:54:00,600 Block Nueces Street,,ACT,APD Do Not Use,7615,White,Male
NT,2021-08-30,1:17:00,400 Block East 6th Street,,IN,APD Do Not Use,8126,White,Male
NT,2021-08-30,2:41:00,208 East 6th Street,,ACT,APD Do Not Use,8103,White,Male
NT,2021-08-31,2:23:00,East 6th Street At Trinity Street,,ACT,APD Do Not Use,6434,Hispanic or Latino,Male
NT,2021-08-31,2:23:00,East 6th Street At Trinity Street,,ACT,APD Do Not Use,6434,Hispanic or Latino,Male
NT,2021-08-31,4:30:00,422 Guadalupe Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-08-31,4:30:00,422 Guadalupe Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-09-03,7:20:00,500 Block East 5th Street,,TERM,APD Do Not Use,7408,Black or African American,Female
NT,2021-09-03,7:50:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-03,7:50:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-03,11:50:00,500 Block West 3rd Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-03,23:58:00,409 East 6th Street,,IN,APD Do Not Use,8289,Black or African American,Male
NT,2021-09-04,0:08:00,402 East 6th Street,,TERM,APD Do Not Use,8674,White,Male
NT,2021-09-04,17:58:00,East 4th Street At Ih-35 Southbound,,IN,APD Do Not Use,8936,White,Male
NT,2021-09-04,23:34:00,East 6th Street At Trinity Street,,TERM,APD Do Not Use,8126,White,Male
NT,2021-09-04,23:42:00,2600 Guadalupe Street,,ACT,APD Do Not Use,9074,White,Male
NT,2021-09-05,23:26:00,4oo Block Brazos Street,,ACT,APD Do Not Use,7615,Black or African American,Male
NT,2021-09-06,0:00:00,310 East 6th Street,,ACT,APD Do Not Use,8422,White,Male
NT,2021-09-06,2:15:00,404 East 6th Street,,IN,APD Do Not Use,8103,White,Male
TR,2021-09-06,2:37:00,400 Block West 23rd Street,,ACT,APD Do Not Use,9074,Hispanic or Latino,Male
NT,2021-09-06,4:07:00,507 West 23rd,,TERM,APD Do Not Use,9115,Asian,Female
NT,2021-09-06,9:15:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-06,9:15:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-06,9:15:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-06,9:15:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-06,9:30:00,600 Block Congress Avenue,,TERM,APD Do Not Use,7408,White,Female
NT,2021-09-06,9:30:00,600 Block Congress Avenue,,TERM,APD Do Not Use,7408,White,Female
NT,2021-09-07,9:56:00,500 Block Brazos Street,,ACT,APD Do Not Use,6136,White,Male
NT,2021-09-07,11:00:00,East 6th Street And Neches Street,,ACT,APD Do Not Use,6136,Black or African American,Male
NT,2021-09-08,4:50:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-09-08,9:05:00,500 Block Brazos Street,,TERM,APD Do Not Use,6136,Black or African American,Male
NT,2021-09-08,9:16:00,600 Block Brazos Street,,ACT,APD Do Not Use,6136,White,Male
NT,2021-09-09,0:00:00,901 Neches Street,,TERM,APD Do Not Use,8354,White,Female
NT,2021-09-09,4:47:00,505 West 7th Street,,TERM,APD Do Not Use,8413,White,Male
NT,2021-09-09,4:54:00,100 EAST 6TH STREET,,IN,Other Agency,8888,Black or African American,Male
NT,2021-09-09,4:54:00,6TH STREET AND BRAZOS,,ACT,Other Agency,8428,White,Male
NT,2021-09-09,12:10:00,501 East 8th Street,,TERM,APD Do Not Use,7780,Black or African American,Female
NT,2021-09-10,12:20:00,East 6th Street And Neches Street,,IN,APD Do Not Use,7408,White,Male
NT,2021-09-10,12:30:00,600 Neches Street,,ACT,APD Do Not Use,5193,White,Male
NT,2021-09-10,12:40:00,500 Brazos Street,,TERM,APD Do Not Use,7408,White,Female
NT,2021-09-10,12:40:00,500 Brazos Street,,TERM,APD Do Not Use,7408,White,Female
NT,2021-09-10,12:50:00,500 Brazos Street,,ACT,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-09-10,12:50:00,500 Brazos Street,,ACT,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-09-10,12:50:00,500 Brazos Street,,ACT,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-09-11,0:00:00,500 Block Brazos Street,,ACT,APD Do Not Use,6145,Black or African American,Male
NT,2021-09-11,2:28:00,TRINITY,,IN,Other Agency,8888,Hispanic or Latino,Male
NT,2021-09-11,4:10:00,300 Block East 7th Street,,TERM,APD Do Not Use,8345,Black,Female
NT,2021-09-11,23:59:00,East 6th Street At Neches Street,,ACT,APD Do Not Use,7870,White,Male
NT,2021-09-12,1:51:00,300 Block Lavaca Street,,TERM,APD Do Not Use,7785,White,Male
NT,2021-09-12,14:20:00,East 7th Street And Brazos Street,,ACT,APD Do Not Use,4556,Black or African American,Male
NT,2021-09-13,0:01:00,400 Block East 6th Street,,TERM,APD Do Not Use,8354,Hispanic or Latino,Female
NT,2021-09-13,8:40:00,700 Block Congress Avenue,,IN,APD Do Not Use,5193,Hispanic or Latino,Male
NT,2021-09-13,10:30:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,White,Male
NT,2021-09-13,13:00:00,500 Block Trinity Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-13,13:00:00,500 Block Trinity Street,,ACT,APD Do Not Use,5193,Black or African American,Female
NT,2021-09-13,13:00:00,500 Block Trinity Street,,ACT,APD Do Not Use,5193,White,Male
NT,2021-09-13,13:00:00,500 Block Trinity Street,,ACT,APD Do Not Use,5193,White,Male
NT,2021-09-14,0:00:00,300 Block East 6th Street,,ACT,APD Do Not Use,4951,White,Male
NT,2021-09-14,1:15:00,East 6th Street At Trinity Street,,ACT,APD Do Not Use,4951,Hispanic or Latino,Male
NT,2021-09-14,8:42:00,,,ACT,APD Do Not Use,7638,Black or African American,Male
NT,2021-09-14,9:20:00,200 East 6th Street,,ACT,APD Do Not Use,7284,White,Male
NT,2021-09-14,9:28:00,100 West 6th Street,,TERM,APD Do Not Use,7638,White,Female
NT,2021-09-15,8:52:00,8TH STREET AND CONGRESS AVENUE,,TERM,APD Do Not Use,7284,White,Male
NT,2021-09-15,11:40:00,100 BLOCK WEST 6TH STREET,,TERM,APD Do Not Use,7284,White,Female
NT,2021-09-15,12:30:00,500 Block Trinity Street,,IN,APD Do Not Use,7284,Black or African American,Male
NT,2021-09-15,22:01:00,800 N IH 35 SVRD SB,,ACT,APD Do Not Use,8554,Black or African American,Male
NT,2021-09-16,6:42:00,East 6th Street And Brazos Street,,ACT,APD Do Not Use,7638,Black or African American,Male
NT,2021-09-16,11:40:00,100 WEST 6TH STREET,,TERM,APD Do Not Use,7638,White,Female
NT,2021-09-16,15:02:00,East 5th Street And Trinity Street,,ACT,APD Do Not Use,7638,Black or African American,Male
NT,2021-09-17,0:00:00,705 West 23rd Street,,ACT,APD Do Not Use,8444,Black or African American,Male
NT,2021-09-17,15:23:00,500 Block East 7th Street,,TERM,APD Do Not Use,7796,Black or African American,Female
NT,2021-09-18,12:28:00,901 East 6th Street,,IN,APD Do Not Use,6145,Black or African American,Male
NT,2021-09-19,1:55:00,404 East 6th Street,,ACT,APD Do Not Use,8126,,
NT,2021-09-19,2:41:00,600 Trinity Street,,IN,APD Do Not Use,8347,Black or African American,Male
NT,2021-09-19,2:46:00,600 Trinity Street,,IN,APD Do Not Use,8347,,
NT,2021-09-19,14:40:00,600 Brazos Street,,IN,APD Do Not Use,4556,Black or African American,Male
NT,2021-09-20,0:29:00,SOUTH ALLEY TRINITY ST,,TERM,Other Agency,8205,Black or African American,Male
NT,2021-09-20,0:30:00,500 Block Brazos Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-20,0:34:00,E 6TH ST,,IN,Other Agency,8205,Black or African American,Male
NT,2021-09-20,1:14:00,400 Block East 7th Street,,IN,APD Do Not Use,5660,Hispanic or Latino,Female
NT,2021-09-20,9:30:00,500 Congress Avenue,,ACT,APD Do Not Use,5193,White,Male
NT,2021-09-20,10:40:00,600 BLOCK BRAZOS STREET,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-20,10:40:00,600 Block Brazos Street,,IN,APD Do Not Use,5193,Black or African American,Male
TR,2021-09-20,11:00:00,3rd Street And Congress Avenue,,IN,APD Do Not Use,5193,Hispanic or Latino,Male
TR,2021-09-20,11:52:00,CONGRESS AVENUE AND 6TH STREET,,IN,APD Do Not Use,5193,Hispanic or Latino,Male
NT,2021-09-20,12:22:00,200 BLOCK EAST 6TH STREET,,IN,APD Do Not Use,5193,White,Male
NT,2021-09-20,12:30:00,500 BRAZOS STREET,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-20,12:30:00,500 BRAZOS STREET,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-21,1:38:00,406 East 6th Street,,ACT,APD Do Not Use,7616,Black or African American,Male
NT,2021-09-21,4:20:00,422 GUADALUPE STREET,,IN,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-09-21,7:13:00,5TH STREET AND CONGRESS AVENUE,,IN,APD Do Not Use,7638,Black or African American,Male
TR,2021-09-21,17:00:00,200 Block 6th Street,,TERM,APD Do Not Use,7764,White,Male
NT,2021-09-21,17:00:00,200 Block Of East 6th Street,,ACT,APD Do Not Use,7764,White,Male
NT,2021-09-22,2:13:00,East 5th Street At Neches Street,,TERM,APD Do Not Use,7597,Hispanic or Latino,Male
NT,2021-09-22,9:40:00,200 EAST 6TH STREET,,IN,APD Do Not Use,6136,Hispanic or Latino,Male
NT,2021-09-22,9:40:00,200 EAST 6TH STREET,,IN,APD Do Not Use,6136,Black or African American,Male
NT,2021-09-22,14:00:00,500 Brazos Street,,ACT,APD Do Not Use,6136,Black or African American,Male
NT,2021-09-23,0:00:00,East 2nd Street At Brazos Street,,TERM,APD Do Not Use,8664,White,Male
NT,2021-09-23,16:15:00,4600 BLOCK BRAKER LANE,,TERM,APD Do Not Use,5342,Black or African American,Male
NT,2021-09-23,16:15:00,4600 BLOCK BRAKER LANE,,TERM,APD Do Not Use,5342,White,Female
NT,2021-09-23,20:00:00,219 East 6th Street,,IN,APD Do Not Use,5617,White,Male
NT,2021-09-24,11:36:00,200 East 6th Street,,ACT,APD Do Not Use,5193,Black or African American,Male
TR,2021-09-24,11:36:00,200 East 6th Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-24,11:42:00,500 Block Brazos Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-09-24,11:47:00,600 Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-24,13:16:00,500 Brazos Street,,TERM,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-24,14:20:00,100 East 6th Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-09-26,10:55:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-09-26,14:44:00,700 Block East 8th Street,,IN,APD Do Not Use,9104,White,Female
NT,2021-09-27,8:05:00,200 East 6th Street,,ACT,APD Do Not Use,6136,Black or African American,Male
NT,2021-09-27,9:00:00,217 East 6th Street,,ACT,APD Do Not Use,7451,Black or African American,Male
NT,2021-09-27,13:16:00,200 Block East 6th Street,,IN,APD Do Not Use,6136,Black or African American,Male
NT,2021-09-28,8:30:00,400 Block East 6th Street,,TERM,APD Do Not Use,7433,Black or African American,Male
NT,2021-09-28,13:50:00,200 BLOCK EAST 6TH STREET,,ACT,APD Do Not Use,7433,Black or African American,Male
NT,2021-09-29,0:00:00,500 East 6th Street,,ACT,APD Do Not Use,8674,Black or African American,Female
NT,2021-09-30,0:15:00,406 East 6th Street (Moose Bar),,ACT,APD Do Not Use,8345,,
NT,2021-09-30,9:42:00,200 East 6th Street,,IN,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-30,9:42:00,200 East 6th Street,,IN,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-30,13:35:00,900 CONGRESS AVENUE,,ACT,APD Do Not Use,7408,Hispanic or Latino,Male
TR,2021-09-30,13:35:00,900 CONGRESS AVENUE,,ACT,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-09-30,13:47:00,600 Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-30,13:47:00,600 Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-09-30,13:54:00,200 East 6th Street,,IN,APD Do Not Use,7408,White,Male
NT,2021-09-30,13:54:00,200 East 6th Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-09-30,14:00:00,200 East 6th Street,,ACT,APD Do Not Use,7408,White,Male
